"activity" "subject" "measurement" "average"
"laying" 14 "timeBodyGyroscopeMeanY" -0.153423807745098
"laying" 14 "timeBodyGyroscopeMeanZ" 0.149124058235294
"laying" 14 "timeBodyGyroscopeStandardDeviationX" -0.957221015098039
"laying" 14 "timeBodyGyroscopeStandardDeviationY" -0.932499780588235
"laying" 14 "timeBodyGyroscopeStandardDeviationZ" -0.952296965294118
"laying" 14 "timeGravityAccelerationMagnitudeMean" -0.905978250196078
"laying" 14 "timeGravityAccelerationMagnitudeStandardDeviation" -0.856593119215686
"laying" 14 "timeGravityAccelerationMeanX" -0.145483631627451
"laying" 14 "timeGravityAccelerationMeanY" 0.48539692745098
"laying" 14 "timeGravityAccelerationMeanZ" 0.83656291
"laying" 14 "timeGravityAccelerationStandardDeviationX" -0.862136937254902
"laying" 14 "timeGravityAccelerationStandardDeviationY" -0.94877486372549
"laying" 14 "timeGravityAccelerationStandardDeviationZ" -0.90130385627451
"laying" 15 "frequencyBodyAccelerationJerkMeanX" -0.981329999027778
"laying" 15 "frequencyBodyAccelerationJerkMeanY" -0.970833221666667
"laying" 15 "frequencyBodyAccelerationJerkMeanZ" -0.97477568375
"laying" 15 "frequencyBodyAccelerationJerkStandardDeviationX" -0.983949290694444
"laying" 15 "frequencyBodyAccelerationJerkStandardDeviationY" -0.973215319722222
"laying" 15 "frequencyBodyAccelerationJerkStandardDeviationZ" -0.980745097361111
"laying" 15 "frequencyBodyAccelerationMagnitudeMean" -0.956001034027778
"laying" 15 "frequencyBodyAccelerationMagnitudeStandardDeviation" -0.94550856
"laying" 15 "frequencyBodyAccelerationMeanX" -0.974016176527778
"laying" 15 "frequencyBodyAccelerationMeanY" -0.962461124305556
"laying" 15 "frequencyBodyAccelerationMeanZ" -0.95156594625
"laying" 15 "frequencyBodyAccelerationStandardDeviationX" -0.971718824583333
"laying" 15 "frequencyBodyAccelerationStandardDeviationY" -0.964590430138889
"laying" 15 "frequencyBodyAccelerationStandardDeviationZ" -0.923923991944444
"laying" 15 "frequencyBodyBodyAccelerationJerkMagnitudeMean" -0.973681222777778
"laying" 15 "frequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.972530077916667
"laying" 15 "frequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.975727853888889
"laying" 15 "frequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.972645710694444
"laying" 15 "frequencyBodyBodyGyroscopeMagnitudeMean" -0.946812642361111
"laying" 15 "frequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.923682244861111
"laying" 15 "frequencyBodyGyroscopeMeanX" -0.955413596111111
"laying" 15 "frequencyBodyGyroscopeMeanY" -0.964310893611111
"laying" 15 "frequencyBodyGyroscopeMeanZ" -0.958190099861111
"laying" 15 "frequencyBodyGyroscopeStandardDeviationX" -0.958224495416667
"laying" 15 "frequencyBodyGyroscopeStandardDeviationY" -0.959991907083333
"laying" 15 "frequencyBodyGyroscopeStandardDeviationZ" -0.960015831111111
"laying" 15 "timeBodyAccelerationJerkMagnitudeMean" -0.979890228194444
"laying" 15 "timeBodyAccelerationJerkMagnitudeStandardDeviation" -0.973644462777778
"laying" 15 "timeBodyAccelerationJerkMeanX" 0.0767515438611111
"laying" 15 "timeBodyAccelerationJerkMeanY" 0.0123984271386111
"laying" 15 "timeBodyAccelerationJerkMeanZ" -0.00443927981861111
"laying" 15 "timeBodyAccelerationJerkStandardDeviationX" -0.981739386805556
"laying" 15 "timeBodyAccelerationJerkStandardDeviationY" -0.970921587777778
"laying" 15 "timeBodyAccelerationJerkStandardDeviationZ" -0.978402956527778
"laying" 15 "timeBodyAccelerationMagnitudeMean" -0.955340661527778
"laying" 15 "timeBodyAccelerationMagnitudeStandardDeviation" -0.943314107916667
"laying" 15 "timeBodyAccelerationMeanX" 0.2894756525
"laying" 15 "timeBodyAccelerationMeanY" -0.0166296542054167
"laying" 15 "timeBodyAccelerationMeanZ" -0.118530240291667
"laying" 15 "timeBodyAccelerationStandardDeviationX" -0.972255551527778
"laying" 15 "timeBodyAccelerationStandardDeviationY" -0.962759422361111
"laying" 15 "timeBodyAccelerationStandardDeviationZ" -0.929586835277778
"laying" 15 "timeBodyGyroscopeJerkMagnitudeMean" -0.983235025416667
"laying" 15 "timeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.973650041666667
"laying" 15 "timeBodyGyroscopeJerkMeanX" -0.102266714236111
"laying" 15 "timeBodyGyroscopeJerkMeanY" -0.0415878968152778
"laying" 15 "timeBodyGyroscopeJerkMeanZ" -0.0624334556236111
"laying" 15 "timeBodyGyroscopeJerkStandardDeviationX" -0.97392395125
"laying" 15 "timeBodyGyroscopeJerkStandardDeviationY" -0.980482834444444
"laying" 15 "timeBodyGyroscopeJerkStandardDeviationZ" -0.980112732777778
"laying" 15 "timeBodyGyroscopeMagnitudeMean" -0.944605127222222
"laying" 15 "timeBodyGyroscopeMagnitudeStandardDeviation" -0.924043007638889
"laying" 15 "timeBodyGyroscopeMeanX" -0.0168300887791667
"laying" 15 "timeBodyGyroscopeMeanY" -0.0619700871944444
"laying" 15 "timeBodyGyroscopeMeanZ" 0.113451899791667
"laying" 15 "timeBodyGyroscopeStandardDeviationX" -0.957167680694444
"laying" 15 "timeBodyGyroscopeStandardDeviationY" -0.961142911805556
"laying" 15 "timeBodyGyroscopeStandardDeviationZ" -0.956537051666667
"laying" 15 "timeGravityAccelerationMagnitudeMean" -0.955340661527778
"laying" 15 "timeGravityAccelerationMagnitudeStandardDeviation" -0.943314107916667
"laying" 15 "timeGravityAccelerationMeanX" -0.1719930545
"laying" 15 "timeGravityAccelerationMeanY" 0.899242553055556
"laying" 15 "timeGravityAccelerationMeanZ" -0.0369192905555556
"laying" 15 "timeGravityAccelerationStandardDeviationX" -0.961509742916667
"laying" 15 "timeGravityAccelerationStandardDeviationY" -0.986036192361111
"laying" 15 "timeGravityAccelerationStandardDeviationZ" -0.950710357083333
"laying" 16 "frequencyBodyAccelerationJerkMeanX" -0.988580046285714
"laying" 16 "frequencyBodyAccelerationJerkMeanY" -0.984752927142857
"laying" 16 "frequencyBodyAccelerationJerkMeanZ" -0.985544945285714
"laying" 16 "frequencyBodyAccelerationJerkStandardDeviationX" -0.989287359142857
"laying" 16 "frequencyBodyAccelerationJerkStandardDeviationY" -0.986215013
"laying" 16 "frequencyBodyAccelerationJerkStandardDeviationZ" -0.988348904571429
"laying" 16 "frequencyBodyAccelerationMagnitudeMean" -0.968020521285714
"laying" 16 "frequencyBodyAccelerationMagnitudeStandardDeviation" -0.958111895857143
"laying" 16 "frequencyBodyAccelerationMeanX" -0.980213187428571
"laying" 16 "frequencyBodyAccelerationMeanY" -0.963635575142857
"laying" 16 "frequencyBodyAccelerationMeanZ" -0.974580069142857
"laying" 16 "frequencyBodyAccelerationStandardDeviationX" -0.971409075142857
"laying" 16 "frequencyBodyAccelerationStandardDeviationY" -0.937083636714286
"laying" 16 "frequencyBodyAccelerationStandardDeviationZ" -0.962524372714286
"laying" 16 "frequencyBodyBodyAccelerationJerkMagnitudeMean" -0.987514525142857
"laying" 16 "frequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.98724716
"laying" 16 "frequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.988695277714286
"laying" 16 "frequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.988058401142857
"laying" 16 "frequencyBodyBodyGyroscopeMagnitudeMean" -0.970249638857143
"laying" 16 "frequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.958975084
"laying" 16 "frequencyBodyGyroscopeMeanX" -0.975892407428571
"laying" 16 "frequencyBodyGyroscopeMeanY" -0.976092920571429
"laying" 16 "frequencyBodyGyroscopeMeanZ" -0.985957788
"laying" 16 "frequencyBodyGyroscopeStandardDeviationX" -0.977509583571429
"laying" 16 "frequencyBodyGyroscopeStandardDeviationY" -0.968135251857143
"laying" 16 "frequencyBodyGyroscopeStandardDeviationZ" -0.985730995857143
"laying" 16 "timeBodyAccelerationJerkMagnitudeMean" -0.988349656571429
"laying" 16 "timeBodyAccelerationJerkMagnitudeStandardDeviation" -0.987891003571429
"laying" 16 "timeBodyAccelerationJerkMeanX" 0.0783960268571429
"laying" 16 "timeBodyAccelerationJerkMeanY" 0.0132805054325714
"laying" 16 "timeBodyAccelerationJerkMeanZ" -0.00154105089764286
"laying" 16 "timeBodyAccelerationJerkStandardDeviationX" -0.988416723857143
"laying" 16 "timeBodyAccelerationJerkStandardDeviationY" -0.984867286857143
"laying" 16 "timeBodyAccelerationJerkStandardDeviationZ" -0.987644127
"laying" 16 "timeBodyAccelerationMagnitudeMean" -0.961834634857143
"laying" 16 "timeBodyAccelerationMagnitudeStandardDeviation" -0.957895927714286
"laying" 16 "timeBodyAccelerationMeanX" 0.274227162571429
"laying" 16 "timeBodyAccelerationMeanY" -0.0166103510562857
"laying" 16 "timeBodyAccelerationMeanZ" -0.107310493242857
"laying" 16 "timeBodyAccelerationStandardDeviationX" -0.973691429428571
"laying" 16 "timeBodyAccelerationStandardDeviationY" -0.943061150285714
"laying" 16 "timeBodyAccelerationStandardDeviationZ" -0.965490276285714
"laying" 16 "timeBodyGyroscopeJerkMagnitudeMean" -0.990839526285714
"laying" 16 "timeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.988212425428571
"laying" 16 "timeBodyGyroscopeJerkMeanX" -0.1022095722
"laying" 16 "timeBodyGyroscopeJerkMeanY" -0.0347735325871429
"laying" 16 "timeBodyGyroscopeJerkMeanZ" -0.0576790435142857
"laying" 16 "timeBodyGyroscopeJerkStandardDeviationX" -0.985835459428571
"laying" 16 "timeBodyGyroscopeJerkStandardDeviationY" -0.989046576
"laying" 16 "timeBodyGyroscopeJerkStandardDeviationZ" -0.994465157714286
"laying" 16 "timeBodyGyroscopeMagnitudeMean" -0.951777099571429
"laying" 16 "timeBodyGyroscopeMagnitudeStandardDeviation" -0.959020036285714
"laying" 16 "timeBodyGyroscopeMeanX" -0.0161545406857143
"laying" 16 "timeBodyGyroscopeMeanY" -0.113675060885714
"laying" 16 "timeBodyGyroscopeMeanZ" 0.0966210349428571
"laying" 16 "timeBodyGyroscopeStandardDeviationX" -0.977010769857143
"laying" 16 "timeBodyGyroscopeStandardDeviationY" -0.970747514
"laying" 16 "timeBodyGyroscopeStandardDeviationZ" -0.984781484857143
"laying" 16 "timeGravityAccelerationMagnitudeMean" -0.961834634857143
"laying" 16 "timeGravityAccelerationMagnitudeStandardDeviation" -0.957895927714286
"laying" 16 "timeGravityAccelerationMeanX" -0.206783742242857
"laying" 16 "timeGravityAccelerationMeanY" -0.0199270225714286
"laying" 16 "timeGravityAccelerationMeanZ" 0.893884468571429
"laying" 16 "timeGravityAccelerationStandardDeviationX" -0.963761977857143
"laying" 16 "timeGravityAccelerationStandardDeviationY" -0.966087103857143
"laying" 16 "timeGravityAccelerationStandardDeviationZ" -0.967886002
"laying" 17 "frequencyBodyAccelerationJerkMeanX" -0.98147206915493
"laying" 17 "frequencyBodyAccelerationJerkMeanY" -0.977212387746479
"laying" 17 "frequencyBodyAccelerationJerkMeanZ" -0.98038005915493
"laying" 17 "frequencyBodyAccelerationJerkStandardDeviationX" -0.983213244366197
"laying" 17 "frequencyBodyAccelerationJerkStandardDeviationY" -0.978343915774648
"laying" 17 "frequencyBodyAccelerationJerkStandardDeviationZ" -0.983854158873239
"laying" 17 "frequencyBodyAccelerationMagnitudeMean" -0.961046326338028
"laying" 17 "frequencyBodyAccelerationMagnitudeStandardDeviation" -0.949042531690141
"laying" 17 "frequencyBodyAccelerationMeanX" -0.974359280140845
"laying" 17 "frequencyBodyAccelerationMeanY" -0.954648102253521
"laying" 17 "frequencyBodyAccelerationMeanZ" -0.965406091549296
"laying" 17 "frequencyBodyAccelerationStandardDeviationX" -0.972438525352113
"laying" 17 "frequencyBodyAccelerationStandardDeviationY" -0.942791615915493
"laying" 17 "frequencyBodyAccelerationStandardDeviationZ" -0.950116956478873
"laying" 17 "frequencyBodyBodyAccelerationJerkMagnitudeMean" -0.979687318732394
"laying" 17 "frequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.979657231408451
"laying" 17 "frequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.982765526478873
"laying" 17 "frequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.981983437605634
"laying" 17 "frequencyBodyBodyGyroscopeMagnitudeMean" -0.969014444788732
"laying" 17 "frequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.96002383915493
"laying" 17 "frequencyBodyGyroscopeMeanX" -0.971949211126761
"laying" 17 "frequencyBodyGyroscopeMeanY" -0.973669098591549
"laying" 17 "frequencyBodyGyroscopeMeanZ" -0.976164852112676
"laying" 17 "frequencyBodyGyroscopeStandardDeviationX" -0.977203498309859
"laying" 17 "frequencyBodyGyroscopeStandardDeviationY" -0.970627806901408
"laying" 17 "frequencyBodyGyroscopeStandardDeviationZ" -0.978357126056338
"laying" 17 "timeBodyAccelerationJerkMagnitudeMean" -0.981607627887324
"laying" 17 "timeBodyAccelerationJerkMagnitudeStandardDeviation" -0.980126745352113
"laying" 17 "timeBodyAccelerationJerkMeanX" 0.077908974656338
"laying" 17 "timeBodyAccelerationJerkMeanY" 0.00706867100408451
"laying" 17 "timeBodyAccelerationJerkMeanZ" -0.000143542544507042
"laying" 17 "timeBodyAccelerationJerkStandardDeviationX" -0.981489017183099
"laying" 17 "timeBodyAccelerationJerkStandardDeviationY" -0.976960542816901
"laying" 17 "timeBodyAccelerationJerkStandardDeviationZ" -0.98281300056338
"laying" 17 "timeBodyAccelerationMagnitudeMean" -0.953021411126761
"laying" 17 "timeBodyAccelerationMagnitudeStandardDeviation" -0.948257993521127
"laying" 17 "timeBodyAccelerationMeanX" 0.269780085577465
"laying" 17 "timeBodyAccelerationMeanY" -0.0168462006729577
"laying" 17 "timeBodyAccelerationMeanZ" -0.107006279704225
"laying" 17 "timeBodyAccelerationStandardDeviationX" -0.972960567323944
"laying" 17 "timeBodyAccelerationStandardDeviationY" -0.944792875211268
"laying" 17 "timeBodyAccelerationStandardDeviationZ" -0.953476700140845
"laying" 17 "timeBodyGyroscopeJerkMagnitudeMean" -0.985542411126761
"laying" 17 "timeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.982038121126761
"laying" 17 "timeBodyGyroscopeJerkMeanX" -0.102049763957746
"laying" 17 "timeBodyGyroscopeJerkMeanY" -0.0361961143943662
"laying" 17 "timeBodyGyroscopeJerkMeanZ" -0.0604927046338028
"laying" 17 "timeBodyGyroscopeJerkStandardDeviationX" -0.980792372112676
"laying" 17 "timeBodyGyroscopeJerkStandardDeviationY" -0.983135596619718
"laying" 17 "timeBodyGyroscopeJerkStandardDeviationZ" -0.988221713380282
"laying" 17 "timeBodyGyroscopeMagnitudeMean" -0.960733121690141
"laying" 17 "timeBodyGyroscopeMagnitudeStandardDeviation" -0.959325498732394
"laying" 17 "timeBodyGyroscopeMeanX" -0.0234756467113239
"laying" 17 "timeBodyGyroscopeMeanY" -0.0944580192535211
"laying" 17 "timeBodyGyroscopeMeanZ" 0.111440490309859
"laying" 17 "timeBodyGyroscopeStandardDeviationX" -0.975893061830986
"laying" 17 "timeBodyGyroscopeStandardDeviationY" -0.971484336197183
"laying" 17 "timeBodyGyroscopeStandardDeviationZ" -0.976200771267606
"laying" 17 "timeGravityAccelerationMagnitudeMean" -0.953021411126761
"laying" 17 "timeGravityAccelerationMagnitudeStandardDeviation" -0.948257993521127
"laying" 17 "timeGravityAccelerationMeanX" -0.19913309
"laying" 17 "timeGravityAccelerationMeanY" 0.658792072253521
"laying" 17 "timeGravityAccelerationMeanZ" 0.722657502112676
"laying" 17 "timeGravityAccelerationStandardDeviationX" -0.961063222394366
"laying" 17 "timeGravityAccelerationStandardDeviationY" -0.961466681267606
"laying" 17 "timeGravityAccelerationStandardDeviationZ" -0.957164565211268
"laying" 18 "frequencyBodyAccelerationJerkMeanX" -0.986404709384615
"laying" 18 "frequencyBodyAccelerationJerkMeanY" -0.985865325230769
"laying" 18 "frequencyBodyAccelerationJerkMeanZ" -0.989116865846154
"laying" 18 "frequencyBodyAccelerationJerkStandardDeviationX" -0.986641245846154
"laying" 18 "frequencyBodyAccelerationJerkStandardDeviationY" -0.986210701230769
"laying" 18 "frequencyBodyAccelerationJerkStandardDeviationZ" -0.990744752923077
"laying" 18 "frequencyBodyAccelerationMagnitudeMean" -0.986788412
"laying" 18 "frequencyBodyAccelerationMagnitudeStandardDeviation" -0.987648484461539
"laying" 18 "frequencyBodyAccelerationMeanX" -0.985179972153846
"laying" 18 "frequencyBodyAccelerationMeanY" -0.984909884615385
"laying" 18 "frequencyBodyAccelerationMeanZ" -0.988606906307692
"laying" 18 "frequencyBodyAccelerationStandardDeviationX" -0.984321858307692
"laying" 18 "frequencyBodyAccelerationStandardDeviationY" -0.986746450769231
"laying" 18 "frequencyBodyAccelerationStandardDeviationZ" -0.987224804307692
"laying" 18 "frequencyBodyBodyAccelerationJerkMagnitudeMean" -0.988548418307692
"laying" 18 "frequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.989710656769231
"laying" 18 "frequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.991901007538462
"laying" 18 "frequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.992737961692308
"laying" 18 "frequencyBodyBodyGyroscopeMagnitudeMean" -0.984329092153846
"laying" 18 "frequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.981468841692308
"laying" 18 "frequencyBodyGyroscopeMeanX" -0.992436927692308
"laying" 18 "frequencyBodyGyroscopeMeanY" -0.985611171384615
"laying" 18 "frequencyBodyGyroscopeMeanZ" -0.984999291538462
"laying" 18 "frequencyBodyGyroscopeStandardDeviationX" -0.993019371692308
"laying" 18 "frequencyBodyGyroscopeStandardDeviationY" -0.983457774923077
"laying" 18 "frequencyBodyGyroscopeStandardDeviationZ" -0.986483048153846
"laying" 18 "timeBodyAccelerationJerkMagnitudeMean" -0.98832154
"laying" 18 "timeBodyAccelerationJerkMagnitudeStandardDeviation" -0.989526277538462
"laying" 18 "timeBodyAccelerationJerkMeanX" 0.0749985010769231
"laying" 18 "timeBodyAccelerationJerkMeanY" 0.0117018961415385
"laying" 18 "timeBodyAccelerationJerkMeanZ" -0.00121344813430769
"laying" 18 "timeBodyAccelerationJerkStandardDeviationX" -0.985921071076923
"laying" 18 "timeBodyAccelerationJerkStandardDeviationY" -0.985554339384615
"laying" 18 "timeBodyAccelerationJerkStandardDeviationZ" -0.990660246153846
"laying" 18 "timeBodyAccelerationMagnitudeMean" -0.986456241538462
"laying" 18 "timeBodyAccelerationMagnitudeStandardDeviation" -0.986464542615385
"laying" 18 "timeBodyAccelerationMeanX" 0.274691576923077
"laying" 18 "timeBodyAccelerationMeanY" -0.0173937684615385
"laying" 18 "timeBodyAccelerationMeanZ" -0.107698927907692
"laying" 18 "timeBodyAccelerationStandardDeviationX" -0.984527649230769
"laying" 18 "timeBodyAccelerationStandardDeviationY" -0.986160920923077
"laying" 18 "timeBodyAccelerationStandardDeviationZ" -0.987658662307692
"laying" 18 "timeBodyGyroscopeJerkMagnitudeMean" -0.993095122615385
"laying" 18 "timeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.992153054
"laying" 18 "timeBodyGyroscopeJerkMeanX" -0.0997154236307692
"laying" 18 "timeBodyGyroscopeJerkMeanY" -0.0393440191846154
"laying" 18 "timeBodyGyroscopeJerkMeanZ" -0.0593135986615385
"laying" 18 "timeBodyGyroscopeJerkStandardDeviationX" -0.996104441384615
"laying" 18 "timeBodyGyroscopeJerkStandardDeviationY" -0.990547638769231
"laying" 18 "timeBodyGyroscopeJerkStandardDeviationZ" -0.992548101846154
"laying" 18 "timeBodyGyroscopeMagnitudeMean" -0.980740846769231
"laying" 18 "timeBodyGyroscopeMagnitudeStandardDeviation" -0.980560877846154
"laying" 18 "timeBodyGyroscopeMeanX" -0.02517618068
"laying" 18 "timeBodyGyroscopeMeanY" -0.0837587308153846
"laying" 18 "timeBodyGyroscopeMeanZ" 0.0937781948153846
"laying" 18 "timeBodyGyroscopeStandardDeviationX" -0.992872598
"laying" 18 "timeBodyGyroscopeStandardDeviationY" -0.984202872923077
"laying" 18 "timeBodyGyroscopeStandardDeviationZ" -0.985108386307692
"laying" 18 "timeGravityAccelerationMagnitudeMean" -0.986456241538462
"laying" 18 "timeGravityAccelerationMagnitudeStandardDeviation" -0.986464542615385
"laying" 18 "timeGravityAccelerationMeanX" -0.220600509076923
"laying" 18 "timeGravityAccelerationMeanY" 0.719755403692308
"laying" 18 "timeGravityAccelerationMeanZ" 0.605495317692308
"laying" 18 "timeGravityAccelerationStandardDeviationX" -0.982715987538462
"laying" 18 "timeGravityAccelerationStandardDeviationY" -0.994093522615385
"laying" 18 "timeGravityAccelerationStandardDeviationZ" -0.990957249538462
"laying" 19 "frequencyBodyAccelerationJerkMeanX" -0.983478561807229
"laying" 19 "frequencyBodyAccelerationJerkMeanY" -0.974878270963855
"laying" 19 "frequencyBodyAccelerationJerkMeanZ" -0.986506488795181
"laying" 19 "frequencyBodyAccelerationJerkStandardDeviationX" -0.985278006987952
"laying" 19 "frequencyBodyAccelerationJerkStandardDeviationY" -0.975964111566265
"laying" 19 "frequencyBodyAccelerationJerkStandardDeviationZ" -0.988558703373494
"laying" 19 "frequencyBodyAccelerationMagnitudeMean" -0.971957401325301
"laying" 19 "frequencyBodyAccelerationMagnitudeStandardDeviation" -0.964056773975904
"laying" 19 "frequencyBodyAccelerationMeanX" -0.97453373
"laying" 19 "frequencyBodyAccelerationMeanY" -0.972798824096386
"laying" 19 "frequencyBodyAccelerationMeanZ" -0.985340447349398
"laying" 19 "frequencyBodyAccelerationStandardDeviationX" -0.962085001204819
"laying" 19 "frequencyBodyAccelerationStandardDeviationY" -0.974832075662651
"laying" 19 "frequencyBodyAccelerationStandardDeviationZ" -0.984740998192771
"laying" 19 "frequencyBodyBodyAccelerationJerkMagnitudeMean" -0.980621564096386
"laying" 19 "frequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.979452188433735
"laying" 19 "frequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.981890470361446
"laying" 19 "frequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.97932784746988
"laying" 19 "frequencyBodyBodyGyroscopeMagnitudeMean" -0.965624724457831
"laying" 19 "frequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.957496024457831
"laying" 19 "frequencyBodyGyroscopeMeanX" -0.974196217590361
"laying" 19 "frequencyBodyGyroscopeMeanY" -0.972061003493976
"laying" 19 "frequencyBodyGyroscopeMeanZ" -0.97393233253012
"laying" 19 "frequencyBodyGyroscopeStandardDeviationX" -0.983944795060241
"laying" 19 "frequencyBodyGyroscopeStandardDeviationY" -0.959831365783133
"laying" 19 "frequencyBodyGyroscopeStandardDeviationZ" -0.975417523855422
"laying" 19 "timeBodyAccelerationJerkMagnitudeMean" -0.98478434
"laying" 19 "timeBodyAccelerationJerkMagnitudeStandardDeviation" -0.980668287831325
"laying" 19 "timeBodyAccelerationJerkMeanX" 0.0772317998650602
"laying" 19 "timeBodyAccelerationJerkMeanY" 0.011149573306747
"laying" 19 "timeBodyAccelerationJerkMeanZ" -0.000988690855325301
"laying" 19 "timeBodyAccelerationJerkStandardDeviationX" -0.983605223493976
"laying" 19 "timeBodyAccelerationJerkStandardDeviationY" -0.974524522650602
"laying" 19 "timeBodyAccelerationJerkStandardDeviationZ" -0.988260181084337
"laying" 19 "timeBodyAccelerationMagnitudeMean" -0.96626080686747
"laying" 19 "timeBodyAccelerationMagnitudeStandardDeviation" -0.963193489036145
"laying" 19 "timeBodyAccelerationMeanX" 0.272653733493976
"laying" 19 "timeBodyAccelerationMeanY" -0.0171426864421687
"laying" 19 "timeBodyAccelerationMeanZ" -0.10898146186747
"laying" 19 "timeBodyAccelerationStandardDeviationX" -0.965019579518072
"laying" 19 "timeBodyAccelerationStandardDeviationY" -0.973449968554217
"laying" 19 "timeBodyAccelerationStandardDeviationZ" -0.984672837228916
"laying" 19 "timeBodyGyroscopeJerkMagnitudeMean" -0.985342497710843
"laying" 19 "timeBodyGyroscopeJerkMagnitudeStandardDeviation" -0.980245510843374
"laying" 19 "timeBodyGyroscopeJerkMeanX" -0.0956018266746988
"laying" 19 "timeBodyGyroscopeJerkMeanY" -0.0371476597051807
"laying" 19 "timeBodyGyroscopeJerkMeanZ" -0.0599161477951807
"laying" 19 "timeBodyGyroscopeJerkStandardDeviationX" -0.976105663493976
"laying" 19 "timeBodyGyroscopeJerkStandardDeviationY" -0.984607728915663
"laying" 19 "timeBodyGyroscopeJerkStandardDeviationZ" -0.986958363975904
"laying" 19 "timeBodyGyroscopeMagnitudeMean" -0.953263432771084
"laying" 19 "timeBodyGyroscopeMagnitudeStandardDeviation" -0.955906646506024
"laying" 19 "timeBodyGyroscopeMeanX" -0.0312072730559566
"laying" 19 "timeBodyGyroscopeMeanY" -0.0952628014096386
"laying" 19 "timeBodyGyroscopeMeanZ" 0.10860511373494
"laying" 19 "timeBodyGyroscopeStandardDeviationX" -0.981357611445783
"laying" 19 "timeBodyGyroscopeStandardDeviationY" -0.963617705662651
"laying" 19 "timeBodyGyroscopeStandardDeviationZ" -0.973197523855422
"laying" 19 "timeGravityAccelerationMagnitudeMean" -0.96626080686747
"laying" 19 "timeGravityAccelerationMagnitudeStandardDeviation" -0.963193489036145
"laying" 19 "timeGravityAccelerationMeanX" -0.680043155060241
"laying" 19 "timeGravityAccelerationMeanY" 0.725646622771084
"laying" 19 "timeGravityAccelerationMeanZ" 0.68762385253012
"laying" 19 "timeGravityAccelerationStandardDeviationX" -0.958959611084337
"laying" 19 "timeGravityAccelerationStandardDeviationY" -0.986993149638554
"laying" 19 "timeGravityAccelerationStandardDeviationZ" -0.988819031566265
"laying" 20 "frequencyBodyAccelerationJerkMeanX" -0.983889985147059
"laying" 20 "frequencyBodyAccelerationJerkMeanY" -0.9772207075
"laying" 20 "frequencyBodyAccelerationJerkMeanZ" -0.982876212058823
"laying" 20 "frequencyBodyAccelerationJerkStandardDeviationX" -0.986213883088235
"laying" 20 "frequencyBodyAccelerationJerkStandardDeviationY" -0.978451446764706
"laying" 20 "frequencyBodyAccelerationJerkStandardDeviationZ" -0.985707806323529
"laying" 20 "frequencyBodyAccelerationMagnitudeMean" -0.952827071323529
"laying" 20 "frequencyBodyAccelerationMagnitudeStandardDeviation" -0.9418940855
"laying" 20 "frequencyBodyAccelerationMeanX" -0.965728781617647
"laying" 20 "frequencyBodyAccelerationMeanY" -0.965595958382353
"laying" 20 "frequencyBodyAccelerationMeanZ" -0.976392651323529
"laying" 20 "frequencyBodyAccelerationStandardDeviationX" -0.960997907205882
"laying" 20 "frequencyBodyAccelerationStandardDeviationY" -0.964960988382353
"laying" 20 "frequencyBodyAccelerationStandardDeviationZ" -0.971901324705882
"laying" 20 "frequencyBodyBodyAccelerationJerkMagnitudeMean" -0.979695458088235
"laying" 20 "frequencyBodyBodyAccelerationJerkMagnitudeStandardDeviation" -0.979565196911765
"laying" 20 "frequencyBodyBodyGyroscopeJerkMagnitudeMean" -0.981119820588235
"laying" 20 "frequencyBodyBodyGyroscopeJerkMagnitudeStandardDeviation" -0.981986152941177
"laying" 20 "frequencyBodyBodyGyroscopeMagnitudeMean" -0.969832241176471
"laying" 20 "frequencyBodyBodyGyroscopeMagnitudeStandardDeviation" -0.964205915441177
"laying" 20 "frequencyBodyGyroscopeMeanX" -0.982619403529412
"laying" 20 "frequencyBodyGyroscopeMeanY" -0.973120029558823
"laying" 20 "frequencyBodyGyroscopeMeanZ" -0.972278603529412
